surface_m2,nb_pieces,nb_chambres,arrondissement,etage,nb_etages_immeuble,annee_construction,balcon,terrasse,parking,cave,ascenseur,renovation_recente,distance_metro_m,prix
47,2,1,14,7,8,1994,1,0,0,1,0,0,404,479100
46,2,1,8,1,4,1866,0,0,0,0,1,1,432,816370
124,2,1,4,5,8,1938,1,1,1,0,1,0,711,1717172
66,2,1,20,5,8,1998,0,0,0,0,1,0,206,487407
80,1,0,20,2,4,1904,1,0,0,0,1,0,407,728962
360,5,4,6,4,7,1855,0,0,0,1,0,1,132,3000000
145,6,5,1,3,4,1933,1,0,0,0,1,0,237,1715996
60,2,1,18,1,4,1933,1,0,0,1,1,1,189,696389
49,1,0,6,5,7,2003,0,1,0,0,1,0,295,790268
45,2,1,14,2,4,2009,1,0,0,0,1,0,461,559710
73,3,2,11,2,5,1921,1,0,1,0,1,0,558,789278
49,2,1,17,1,4,1958,0,1,0,1,1,0,425,530269
34,2,1,9,5,7,1961,1,0,0,1,0,0,496,394474
46,2,1,7,3,4,2021,0,0,0,0,1,0,187,811910
74,4,3,14,3,4,1878,0,0,0,1,1,0,740,690863
87,4,3,17,4,7,1866,0,0,0,0,1,0,394,746074
154,3,2,8,1,4,1867,0,1,0,1,1,0,141,2664586
64,2,1,16,6,9,2017,0,0,0,1,1,0,217,843212
119,5,4,12,3,5,1912,1,0,0,1,1,0,250,1551159
55,6,5,12,2,4,1931,0,0,0,0,1,1,496,734205
59,2,1,5,1,4,1924,0,0,1,0,1,1,244,956334
58,2,1,5,1,3,2022,1,0,0,1,1,0,131,881981
68,3,2,14,7,9,1928,0,0,0,0,1,1,151,949098
96,1,0,6,3,4,1939,0,0,1,1,1,1,171,2003792
48,2,1,7,5,7,1980,0,0,1,0,0,0,203,711060
39,3,2,17,0,3,1980,0,0,0,1,0,0,301,397641
100,3,2,9,4,5,2015,1,0,0,0,1,1,346,1751195
96,2,1,13,7,9,1948,1,1,0,0,1,0,111,1197945
129,3,2,9,2,3,1956,0,0,0,1,0,0,335,1752051
45,5,4,16,4,6,1889,0,0,1,0,1,0,307,653250
54,2,1,4,7,9,1917,1,0,0,0,1,0,377,573593
102,3,2,2,5,6,1869,1,0,0,0,1,0,209,999800
48,1,0,13,0,3,1864,0,0,0,1,0,0,410,381543
85,1,0,13,2,5,1942,1,0,0,0,1,0,492,827912
55,3,2,19,0,3,1982,0,0,0,1,1,0,1176,401222
73,1,0,12,6,7,1888,0,0,1,1,1,0,335,803091
34,1,0,4,4,5,1889,0,0,1,0,1,1,414,476515
64,2,1,10,7,9,1984,1,1,0,0,1,1,207,715255
113,3,2,16,0,3,1945,1,0,0,0,0,0,103,1770460
92,4,3,19,3,5,1949,0,0,0,1,1,1,183,985161
37,2,1,8,1,3,1882,1,0,0,0,1,0,199,597923
147,3,2,6,2,4,1967,0,0,0,0,1,1,372,2581710
110,2,1,4,1,3,1886,0,0,0,1,1,0,194,1079461
35,3,2,7,2,5,1881,0,0,0,0,1,1,442,495931
46,2,1,14,5,7,1892,0,0,0,0,1,1,364,525190
36,3,2,13,1,4,1885,0,0,0,1,0,1,464,342684
74,6,5,5,3,5,1947,0,0,1,1,1,0,1284,1003585
45,5,4,9,7,10,1898,0,0,1,0,1,1,767,555881
25,1,0,3,7,9,1874,0,0,0,1,1,0,192,267559
59,5,4,10,2,3,1957,0,0,0,1,0,0,164,594587
98,1,0,15,7,9,1945,0,0,1,0,1,1,302,1299525
65,5,4,20,2,4,1915,0,0,1,0,0,1,175,717353
81,2,1,17,3,4,1858,0,0,0,1,1,0,473,839899
68,2,1,6,6,7,1951,0,0,0,1,1,0,366,996374
90,1,0,3,5,7,1995,1,0,0,1,1,1,117,1279204
71,1,0,18,6,9,1871,0,0,1,0,1,1,221,839884
57,4,3,5,5,6,1948,1,0,1,0,1,0,364,815796
64,5,4,13,1,3,1864,0,0,0,0,0,1,132,655795
132,3,2,1,4,5,1856,0,0,1,0,1,1,374,1680301
84,4,3,17,2,3,1990,0,0,0,0,1,0,719,968533
37,4,3,3,3,4,1955,1,0,0,1,1,0,480,354365
64,2,1,19,1,3,2013,1,0,0,0,0,1,137,582334
73,1,0,20,2,4,1865,1,0,0,0,1,0,88,668616
56,1,0,12,6,8,2018,0,0,1,1,1,0,164,729379
25,2,1,8,6,7,1870,1,0,1,0,1,0,89,424442
39,2,1,8,4,7,1877,1,0,1,0,0,1,189,739031
49,1,0,15,3,6,1923,0,0,0,0,1,1,183,703657
157,2,1,11,5,8,1932,1,0,1,0,1,1,92,2117514
79,1,0,20,4,6,1866,0,1,0,1,1,0,163,752651
29,5,4,1,7,9,1914,1,0,0,1,1,0,505,324418
58,1,0,16,1,3,1990,0,0,0,0,0,0,179,924753
120,3,2,14,3,5,1885,1,0,0,1,0,0,521,1011641
45,3,2,7,6,7,1907,1,0,1,0,1,1,299,917056
104,3,2,6,6,7,1869,0,0,0,0,1,0,427,1132447
29,1,0,4,3,6,1953,1,0,0,0,1,0,157,335563
20,2,1,8,1,4,1855,0,0,1,1,1,0,126,307919
113,1,0,19,5,6,1872,0,0,0,0,1,1,144,1113145
48,2,1,3,4,7,2019,1,0,0,0,1,0,318,601836
50,2,1,4,5,7,2001,0,0,0,1,1,0,362,535613
68,3,2,13,3,6,1854,0,1,0,0,1,0,353,614201
77,3,2,2,1,3,2009,1,0,0,1,1,0,104,1093512
21,3,2,11,0,3,1895,1,0,1,0,0,0,598,207559
43,2,1,16,4,6,1866,1,1,1,0,0,0,129,684285
63,2,1,10,1,4,1924,1,0,0,1,1,1,441,823759
77,4,3,15,1,3,1876,1,0,0,0,0,0,232,756009
37,2,1,10,3,4,1872,1,0,1,1,1,0,551,357124
55,4,3,2,3,4,1936,0,0,0,0,0,1,130,601760
45,4,3,6,2,4,1962,0,0,1,0,0,0,253,657004
69,2,1,14,1,3,1970,1,0,1,0,0,0,249,826329
111,2,1,2,7,10,2011,0,0,1,1,0,0,148,1255322
51,3,2,10,1,3,1998,0,0,1,0,0,0,417,502080
31,1,0,17,2,4,1999,1,0,1,1,1,0,209,466044
42,1,0,8,2,3,1914,1,0,0,1,0,0,99,720816
146,1,0,16,6,9,2009,0,0,0,1,1,0,564,2161270
39,2,1,14,3,5,1877,0,1,1,1,1,0,411,463330
33,3,2,10,1,3,1931,0,0,0,0,0,1,299,374431
50,4,3,13,0,3,1856,0,1,0,1,0,0,95,510017
58,2,1,1,5,6,1951,0,0,1,0,1,1,189,855424
46,5,4,10,5,8,1863,0,0,0,1,0,0,658,345111
29,5,4,12,3,4,1907,0,0,0,0,1,0,144,426100
72,5,4,17,1,4,1893,0,0,0,1,0,1,143,794677
69,4,3,14,2,4,2023,1,0,0,1,1,1,183,1009874
88,2,1,5,4,7,1863,1,0,1,1,1,1,252,1424336
68,1,0,19,5,6,1893,0,0,1,0,1,0,184,635349
139,3,2,5,0,3,2018,0,0,1,1,0,0,299,2044225
92,3,2,15,4,5,1922,0,1,0,0,1,0,199,1184682
82,4,3,13,2,3,1851,1,0,0,1,0,1,280,916995
113,6,5,17,4,7,1854,0,0,0,0,1,0,296,1088111
66,3,2,1,4,5,1939,1,0,0,1,0,1,150,994312
55,2,1,14,6,9,1936,1,0,1,0,0,0,654,571636
72,2,1,4,3,5,1989,0,1,0,1,1,1,605,930770
25,1,0,9,3,5,1927,0,0,0,0,0,0,461,272667
66,3,2,17,2,4,1976,1,0,0,1,1,0,200,671417
58,3,2,3,2,3,1926,0,0,0,0,0,0,214,579423
76,4,3,13,0,3,1948,0,0,1,1,1,0,347,700592
105,3,2,12,2,3,1896,0,1,0,0,0,1,241,1182585
83,5,4,16,0,3,1928,0,1,0,1,0,0,274,1256037
42,3,2,4,7,10,2012,0,0,0,0,1,0,234,430680
95,4,3,18,4,5,1965,1,1,0,0,1,0,227,1242294
140,1,0,3,1,3,1996,0,0,0,1,1,0,230,1320280
106,4,3,17,1,4,1928,1,0,1,1,1,1,185,1668703
32,3,2,1,2,4,1964,0,0,1,1,1,0,181,494900
83,2,1,19,2,3,1857,0,0,0,0,0,0,800,641305
34,2,1,4,2,3,1872,0,0,0,1,0,0,193,332221
53,5,4,17,3,5,1862,1,0,1,1,1,0,708,712591
75,1,0,7,6,7,1872,0,0,1,0,1,1,901,1314292
70,3,2,2,4,5,1880,1,0,0,0,1,0,373,794590
105,2,1,12,3,6,2007,0,0,0,0,1,0,677,1131674
141,3,2,5,5,8,2019,1,0,0,0,1,1,159,2131602
79,4,3,16,0,3,1979,0,0,0,0,0,0,551,851145
51,2,1,8,1,3,1988,0,0,1,1,0,0,284,721736
25,2,1,8,3,5,2002,1,0,0,0,0,1,455,522114
120,6,5,13,5,6,2006,0,0,0,1,1,0,287,1252676
58,4,3,14,3,6,1871,0,0,0,0,1,0,88,569114
60,5,4,11,1,4,1975,0,0,1,0,1,0,247,670826
63,2,1,6,7,8,1996,1,0,0,0,1,0,513,934543
77,2,1,16,2,5,2018,0,0,1,1,1,0,418,1433755
78,2,1,15,5,8,2015,0,0,0,0,1,0,403,849863
53,4,3,16,6,7,2006,1,0,0,0,1,0,187,840528
58,1,0,13,2,5,1923,0,0,0,0,1,1,127,650712
45,2,1,12,6,7,1871,0,0,0,0,0,0,856,411735
42,1,0,18,5,7,1857,0,0,0,1,1,0,396,330069
42,2,1,18,6,7,1896,1,0,0,1,1,0,392,351889
58,4,3,14,2,4,1983,0,0,0,0,1,0,581,551972
38,1,0,2,7,8,1856,1,0,0,0,0,1,302,390832
20,3,2,2,0,3,2013,0,0,1,1,1,1,116,289740
50,5,4,3,5,6,1985,0,0,0,0,1,0,516,409476
33,2,1,8,3,4,1937,0,0,0,1,1,0,274,600585
65,3,2,11,1,3,1895,0,0,0,0,0,1,564,611778
44,6,5,12,0,3,1913,0,0,0,0,0,1,378,442228
78,6,5,4,2,5,2008,1,0,1,0,1,0,310,1194882
34,2,1,9,2,3,1872,0,0,0,1,0,0,210,371269
26,1,0,17,1,3,1910,0,1,0,0,0,0,247,273932
58,1,0,16,1,3,1899,0,0,0,0,0,0,252,696095
49,4,3,17,2,3,1895,0,0,0,0,0,0,549,493595
31,4,3,15,3,4,1892,0,0,0,0,0,1,221,395503
92,3,2,20,3,4,1987,0,0,0,0,1,0,449,859853
36,2,1,7,6,8,1944,0,0,0,0,1,0,237,450444
41,2,1,10,4,5,1997,1,0,1,1,1,1,70,593908
101,3,2,4,0,3,1993,0,0,0,0,0,0,192,1089784
80,3,2,14,3,6,1852,1,1,1,0,1,0,395,1016537
35,4,3,14,5,7,1879,1,1,0,1,0,0,448,370074
51,2,1,14,0,3,1867,0,0,0,1,0,0,422,403482
33,2,1,14,3,5,1884,0,1,1,1,1,1,108,497855
97,2,1,20,3,4,1996,0,0,0,1,1,0,72,992118
97,2,1,18,7,8,1875,0,0,0,1,1,0,154,867713
153,2,1,15,3,5,1884,1,0,0,0,1,0,202,1922442
187,1,0,19,5,7,1925,0,0,0,1,1,1,294,1812505
44,2,1,13,2,4,1921,0,0,0,0,1,0,374,464104
89,1,0,12,5,7,1906,0,0,0,0,1,1,146,1135258
25,2,1,19,2,5,1950,0,0,1,0,1,1,343,284541
67,4,3,19,3,5,1898,0,0,1,1,1,0,359,609219
76,2,1,20,3,4,1859,0,0,0,1,1,0,588,589558
37,3,2,2,7,8,1954,0,1,0,1,1,0,551,410602
43,4,3,3,0,3,2006,0,1,1,0,1,1,295,545125
98,3,2,10,1,3,1953,0,0,0,0,0,0,272,940139
77,5,4,5,5,7,1920,1,0,0,1,0,0,174,1023377
141,1,0,12,4,6,1947,0,0,0,1,1,0,181,1967919
132,4,3,7,2,4,1917,0,0,0,0,1,1,214,2061454
27,5,4,9,2,3,1927,0,1,1,0,0,0,122,318624
46,4,3,2,2,5,1873,1,0,1,1,1,0,88,660255
36,2,1,10,3,5,1892,0,0,1,0,1,1,209,413429
91,2,1,6,5,7,1944,0,0,1,0,1,0,218,1317057
71,2,1,12,0,3,1975,0,0,0,1,0,0,508,606697
37,3,2,6,6,8,2016,1,0,0,0,1,0,271,533252
39,4,3,3,3,6,1941,1,0,0,0,1,1,152,532389
116,2,1,10,1,4,2002,0,0,0,1,1,1,391,1262181
49,3,2,9,3,4,1932,0,0,0,1,0,0,239,544975
24,3,2,20,4,6,1883,0,0,0,0,0,0,117,165332
35,2,1,5,0,3,1968,0,0,1,0,0,0,325,475716
158,4,3,3,5,6,1902,1,0,0,0,0,1,316,1639968
103,4,3,5,5,6,1902,1,0,0,0,1,0,382,1138413
32,1,0,8,1,3,1995,0,0,0,1,0,1,107,441846
67,3,2,8,1,4,1966,1,0,1,0,1,0,376,1068377
99,2,1,14,1,3,1984,0,0,0,1,0,0,856,987609
27,3,2,17,5,7,1924,0,0,1,1,1,0,976,329131
106,5,4,11,2,4,1891,0,0,1,0,1,0,667,1054968
77,4,3,16,5,7,1988,0,0,0,0,0,0,236,887178
42,2,1,6,3,4,1986,0,0,1,1,1,1,492,691587
84,2,1,11,5,6,1884,0,1,0,1,0,0,147,908947
72,2,1,10,4,5,1950,0,0,0,0,1,1,319,852535
74,3,2,9,2,4,1936,0,1,0,0,1,1,431,1088238
66,1,0,15,6,7,1946,1,0,1,1,0,0,207,937408
39,3,2,7,5,7,1933,1,0,0,0,1,0,202,544558
42,1,0,18,3,6,1854,0,1,0,0,1,1,193,473060
54,2,1,1,4,7,2003,0,0,0,0,0,0,936,602893
63,2,1,15,4,7,1900,1,0,0,1,0,0,257,767977
87,6,5,2,2,3,1887,1,0,0,0,0,0,433,943913
160,4,3,2,3,5,1852,0,0,1,0,1,0,398,1737681
69,2,1,10,2,3,1862,0,0,0,0,0,1,191,785264
86,1,0,20,7,10,2012,0,0,0,1,1,0,300,861726
97,3,2,15,4,6,1936,0,0,0,0,1,0,260,990491
89,2,1,10,0,3,1852,0,0,1,1,0,0,414,994635
38,3,2,19,3,5,1904,1,0,0,0,1,0,744,360378
122,4,3,13,0,3,2022,0,0,0,1,0,0,237,974708
111,3,2,11,2,4,1915,0,1,1,1,1,1,258,1573226
66,3,2,2,3,6,1933,0,0,0,0,1,0,370,585480
39,3,2,13,3,5,2021,0,0,0,0,1,1,345,406672
62,5,4,1,7,9,1922,1,0,1,0,0,0,328,728513
28,5,4,5,7,10,1961,0,1,0,0,1,0,273,427572
131,3,2,7,0,3,1911,1,0,0,1,0,0,523,1832813
44,2,1,13,3,6,1874,0,0,0,0,1,0,523,352656
53,3,2,13,5,8,1901,0,0,0,1,1,0,378,442397
126,2,1,20,1,3,1899,0,0,0,0,0,1,632,1218737
117,3,2,6,5,7,1971,0,0,0,0,0,0,100,1632902
73,3,2,20,6,9,1978,0,0,0,0,0,0,673,496836
142,1,0,12,4,6,1888,0,0,0,0,0,1,714,1519696
37,2,1,8,2,5,1901,1,0,0,0,1,1,160,651777
73,3,2,9,7,9,1925,1,0,0,0,1,0,394,897331
38,5,4,18,6,7,1889,0,0,0,0,0,0,253,281870
108,3,2,11,5,7,1909,0,0,0,1,0,1,504,1103481
106,3,2,20,2,5,1959,1,0,1,1,1,1,708,1243935
148,2,1,11,5,6,1933,0,0,0,1,1,0,906,1374475
61,3,2,15,2,3,1869,0,0,1,1,0,0,419,699504
171,2,1,9,2,5,1934,0,0,0,1,1,0,340,2002013
36,3,2,3,3,6,1851,0,0,0,0,0,0,415,328227
59,1,0,17,7,9,1955,0,0,1,0,1,1,143,786850
37,3,2,17,5,7,1858,0,0,0,0,1,0,542,319525
68,2,1,3,5,6,2016,1,0,0,0,1,0,462,855696
38,2,1,19,3,5,2007,0,0,0,1,1,0,383,411277
108,6,5,9,2,4,1907,0,0,0,0,1,0,157,1197212
78,2,1,17,6,8,2021,0,0,1,1,0,1,228,820131
35,2,1,18,4,5,1892,0,0,0,0,1,0,244,341351
94,3,2,15,5,7,1987,1,1,0,1,1,0,218,1249259
136,4,3,1,3,5,1958,0,0,0,1,1,1,441,1804206
83,2,1,10,5,8,1897,1,0,0,0,0,1,236,1017160
31,4,3,8,6,7,1975,0,0,1,0,1,0,170,495049
57,4,3,10,2,5,1994,1,0,0,1,0,0,613,585437
88,2,1,2,0,3,1977,0,0,0,1,1,0,820,880319
54,2,1,19,2,5,1982,1,0,1,1,1,1,98,732937
36,2,1,14,6,9,1956,0,0,0,1,1,0,130,397854
115,4,3,8,4,7,1920,0,0,1,0,1,0,166,2019189
53,1,0,19,5,8,1981,1,1,0,0,1,0,264,516224
136,2,1,1,2,4,1950,1,0,0,1,1,1,1074,1887058
47,3,2,16,5,7,1932,1,1,0,0,1,1,230,809208
51,3,2,15,4,6,1877,0,0,0,0,1,1,231,566600
45,2,1,20,1,4,1955,0,0,0,0,1,0,220,371180
56,3,2,5,7,8,1887,0,0,1,1,1,0,248,523865
78,2,1,3,2,3,1915,0,1,0,1,0,1,300,1075885
37,2,1,17,2,5,1896,1,1,0,0,1,0,577,389806
34,3,2,10,2,5,1955,0,0,0,0,1,0,620,339916
27,5,4,5,0,3,1952,0,0,0,0,0,0,409,316683
26,2,1,11,4,7,1874,1,1,1,1,0,1,202,410093
31,4,3,6,1,3,1915,1,0,0,1,0,1,509,518347
46,3,2,4,5,7,1928,0,0,0,0,1,0,642,448613
67,1,0,7,2,5,1916,0,0,0,0,0,0,168,1069663
75,4,3,19,3,4,1889,1,0,0,1,0,0,520,622291
66,1,0,7,4,5,1949,0,0,0,0,0,1,272,1050900
128,6,5,14,5,8,1964,1,0,1,0,1,0,154,1611280
151,4,3,17,1,3,2017,0,0,0,0,0,1,481,1682904
53,2,1,17,7,9,1968,0,1,0,1,1,0,735,635347
37,2,1,13,4,5,2014,1,0,0,0,1,0,615,367790
177,2,1,1,0,3,1994,1,0,0,1,0,0,71,2419826
113,2,1,2,3,4,1911,0,0,0,0,1,0,877,1165001
108,2,1,18,3,6,2018,0,1,1,0,0,0,431,1312498
45,2,1,4,5,8,1925,0,0,1,0,0,0,73,568509
96,3,2,13,2,4,2019,0,0,0,1,1,0,96,1025573
66,2,1,1,2,5,1880,1,0,0,1,1,1,231,798798
59,4,3,4,0,3,1882,1,0,1,0,1,1,173,959908
59,4,3,2,2,4,1892,1,0,1,0,0,0,395,725457
80,3,2,4,5,7,1942,0,0,1,0,1,0,270,923896
130,4,3,16,4,5,1887,1,0,0,0,1,1,321,2114759
186,2,1,4,0,3,1890,0,0,0,1,1,0,523,1458369
49,1,0,9,1,4,1967,0,0,0,1,0,1,735,595614
68,3,2,17,2,4,2017,0,0,0,0,0,0,337,698397
58,3,2,20,5,8,2007,1,0,0,1,0,1,276,606795
77,3,2,2,6,7,1871,0,0,1,1,0,0,299,772052
54,5,4,3,0,3,1945,0,0,0,0,0,1,225,563316
43,6,5,15,2,4,1976,0,1,0,0,1,0,359,545462
49,3,2,7,3,6,2020,0,0,0,0,1,0,717,749350
46,4,3,4,6,7,1910,1,0,0,0,1,1,504,487366
57,1,0,12,3,6,1923,0,0,0,0,1,1,1011,746600
32,2,1,1,2,4,1881,1,0,0,1,1,1,455,429908
46,4,3,17,2,4,1981,0,0,0,0,0,0,629,448246
76,2,1,4,3,6,1894,0,0,0,0,0,0,265,678710
76,2,1,4,4,5,1921,1,0,0,1,1,0,166,1038983
70,2,1,9,0,3,1869,0,0,0,1,0,0,373,711984
124,3,2,10,2,5,1914,0,0,0,1,0,0,241,1034242
78,2,1,19,4,7,1938,0,0,1,1,1,0,276,834564
121,3,2,19,2,3,2003,0,0,0,0,0,0,263,1274521
186,2,1,15,4,6,1872,0,0,0,0,0,0,208,1849433
97,1,0,17,2,5,1889,0,0,1,1,1,0,678,905193
32,2,1,7,5,7,1979,0,0,0,1,1,0,246,443281
71,2,1,3,0,3,2003,0,0,0,0,1,0,129,739289
66,5,4,5,6,8,1927,0,0,1,0,1,0,193,932701
136,1,0,16,1,4,1893,0,1,1,0,1,0,212,2019056
58,2,1,7,1,4,2008,0,0,0,1,0,0,270,880328
40,3,2,16,6,7,2003,0,0,1,1,1,0,266,732158
48,3,2,9,6,7,1962,0,1,0,1,1,0,164,681833
32,1,0,1,0,3,1932,0,0,1,0,0,0,242,334167
169,1,0,3,6,9,1966,0,0,0,0,1,0,114,1765969
62,6,5,8,2,4,1854,0,0,0,0,1,0,205,869352
34,3,2,18,4,7,1970,0,0,0,0,0,1,94,343906
143,2,1,18,0,3,1919,0,0,1,1,0,1,161,1787411
157,3,2,19,2,4,1884,0,0,1,0,0,0,363,1443234
67,2,1,7,3,4,1865,1,0,1,0,1,0,220,975750
31,2,1,20,4,7,2008,0,0,0,1,1,0,203,285765
48,3,2,6,3,5,1863,1,1,0,0,0,0,199,783669
55,5,4,11,3,4,1874,0,0,0,1,1,0,256,576974
63,2,1,5,7,8,1928,0,0,0,0,1,0,335,742981
35,4,3,12,1,4,1950,0,1,0,1,1,0,654,376879
101,1,0,1,1,3,1954,0,0,1,1,0,0,1168,1070232
23,2,1,19,5,6,1995,0,0,1,0,1,1,411,215576
111,1,0,11,0,3,1869,0,1,0,0,0,0,638,990779
124,1,0,15,3,5,1905,1,0,1,0,1,0,547,1478505
51,5,4,16,3,6,1979,0,0,1,0,0,0,123,990281
59,3,2,3,2,4,2003,0,0,0,0,1,0,429,731514
133,1,0,11,7,10,1872,0,0,0,1,0,0,539,1217006
87,5,4,11,2,5,1881,0,0,0,0,1,0,556,892370
51,4,3,10,2,4,1990,1,0,1,0,0,0,98,680532
55,4,3,2,1,4,1862,1,0,0,0,0,0,228,492430
80,5,4,20,1,3,1994,0,0,0,1,0,1,375,758576
160,2,1,5,2,3,1876,0,0,0,1,0,1,366,2101005
56,4,3,8,4,5,1994,0,0,1,0,1,0,264,859816
51,3,2,13,5,8,2015,0,1,0,0,1,1,482,617869
63,4,3,15,5,7,1863,1,0,0,0,1,1,178,902575
63,4,3,2,1,3,1991,0,0,1,0,1,0,421,684335
72,2,1,12,0,3,1989,1,0,0,0,0,0,191,872319
59,4,3,8,7,8,1918,1,0,0,0,1,0,631,884174
114,2,1,19,0,3,1917,0,0,0,1,1,0,198,1084338
39,2,1,1,7,9,1904,0,1,0,0,1,0,166,570260
77,1,0,8,6,7,1878,1,0,1,1,1,0,187,1446269
78,5,4,10,6,7,1938,0,0,0,0,0,0,221,574549
40,2,1,13,2,5,1894,0,0,1,1,1,1,206,415476
76,3,2,5,1,3,1981,0,0,0,1,0,1,644,894144
80,2,1,9,4,7,1993,0,0,0,1,1,0,129,1170526
21,5,4,10,5,6,1915,0,0,0,1,1,0,242,167469
37,2,1,14,1,3,1872,0,0,0,0,1,1,368,410047
139,4,3,11,5,7,1917,1,1,1,0,0,0,231,1830468
45,4,3,14,1,3,1997,1,1,0,1,0,0,613,485519
34,2,1,3,3,4,1994,0,0,0,1,1,1,304,383794
26,2,1,16,6,9,1855,0,0,1,0,1,0,200,326425
36,4,3,20,1,3,1931,0,0,0,1,0,1,366,278940
58,5,4,17,1,3,1972,0,0,1,1,0,0,130,752811
33,4,3,5,0,3,2016,0,0,0,0,0,0,160,420191
87,2,1,7,1,3,1954,1,0,1,0,0,0,330,1543816
40,5,4,17,1,3,1883,0,1,1,0,1,0,350,491470
73,2,1,20,1,3,1903,1,0,0,0,0,0,210,570798
128,3,2,11,2,3,1931,1,0,0,1,0,0,102,1418460
123,4,3,12,5,8,1943,0,0,1,0,0,0,297,1546147
72,2,1,2,6,7,1914,0,0,0,0,1,1,228,945097
35,4,3,19,3,5,1936,0,0,0,1,1,1,408,386169
60,3,2,5,1,3,1878,1,0,1,1,1,0,207,757922
73,5,4,11,1,3,1890,0,0,0,0,0,1,207,758529
206,2,1,19,5,8,1954,0,0,0,0,1,1,713,2141709
26,2,1,7,4,7,1912,1,0,0,1,1,1,176,506252
60,4,3,6,7,9,2009,0,0,0,0,1,0,297,771241
85,1,0,11,0,3,1915,1,0,1,0,0,0,169,1015640
65,1,0,14,5,6,1961,0,0,0,1,1,0,790,551330
69,6,5,4,3,4,1949,1,0,1,0,1,0,507,857373
41,2,1,8,6,7,2022,0,0,0,0,0,1,903,682036
100,6,5,9,4,6,1994,1,0,1,0,1,0,298,1450783
63,2,1,2,3,4,2020,0,0,0,0,0,0,177,703013
69,2,1,11,4,7,1915,0,0,0,1,1,0,229,791333
106,4,3,20,6,7,1917,0,0,0,0,1,0,360,916114
52,3,2,7,2,3,1883,1,0,0,0,0,0,296,709352
119,3,2,4,1,3,1850,0,0,0,1,1,0,235,1224575
32,3,2,14,3,4,2000,1,0,1,1,1,0,121,401932
71,4,3,1,1,3,1983,0,0,0,1,0,0,335,699811
40,2,1,12,3,5,1865,1,0,0,0,1,1,92,607540
35,2,1,19,7,8,1851,0,0,0,0,0,1,161,324068
159,2,1,5,4,6,1965,0,0,0,0,1,0,379,2150774
33,3,2,8,4,7,1925,1,0,1,0,1,0,840,574254
64,2,1,11,4,6,1876,0,1,0,0,1,0,258,703618
32,2,1,4,6,8,1868,0,0,1,1,0,1,133,457757
115,3,2,15,7,8,1877,0,0,0,1,1,1,171,1516198
50,1,0,20,4,5,1884,0,1,1,0,0,0,368,456601
106,1,0,12,3,5,1964,0,0,0,0,1,1,103,1470976
84,3,2,20,2,5,1917,0,0,1,0,0,1,377,789647
189,2,1,10,2,5,1898,0,0,0,0,0,0,641,1757905
29,4,3,16,2,4,1856,0,0,0,0,1,0,466,416827
37,3,2,8,2,4,1886,1,0,0,0,1,0,224,595387
103,1,0,20,4,6,1964,0,0,1,1,1,0,71,943119
73,3,2,8,4,6,2002,0,0,0,0,0,0,372,1249917
54,1,0,6,1,3,1964,1,0,0,0,0,0,321,775065
169,4,3,3,7,9,1890,0,0,0,1,1,1,269,1862031
61,6,5,8,3,5,1930,0,0,0,0,1,1,651,1070948
41,3,2,10,4,7,1911,0,1,0,1,1,0,1068,457825
107,3,2,5,5,7,2018,1,0,0,0,0,0,178,1275712
62,2,1,11,4,6,1991,0,0,0,0,0,1,610,651133
65,2,1,4,2,4,1851,0,0,1,0,1,1,625,901690
88,4,3,17,5,7,1937,0,0,0,1,1,0,204,969090
90,2,1,3,1,3,1897,0,0,0,0,0,0,505,614711
37,2,1,18,4,7,1904,1,0,0,0,1,1,338,426910
53,2,1,8,2,3,1861,1,0,1,0,0,0,209,827558
31,4,3,12,4,5,1850,1,1,0,0,1,0,261,337178
74,2,1,16,1,4,1952,0,0,1,0,0,1,189,1205639
157,5,4,14,5,7,1883,1,0,0,1,1,1,521,1927779
37,1,0,16,1,4,1961,0,0,0,0,1,0,331,453900
29,2,1,4,6,8,1895,0,0,0,0,1,1,590,333802
44,4,3,1,6,7,1996,0,0,0,0,1,0,317,474283
54,2,1,1,2,3,2005,1,0,0,0,1,0,166,867031
90,3,2,15,2,3,1948,1,0,0,1,0,0,268,1174895
51,2,1,20,5,7,2017,0,0,1,0,0,1,72,513713
74,1,0,20,0,3,1906,1,0,1,0,0,0,1021,754358
47,1,0,3,0,3,1900,1,0,0,1,0,0,339,443747
56,5,4,14,1,3,1871,0,0,0,0,0,0,576,471548
40,3,2,9,4,6,1917,1,0,0,1,1,0,218,509921
35,4,3,19,1,3,1985,0,1,0,0,1,0,190,391186
92,2,1,8,2,4,1909,1,1,0,0,1,1,139,1846328
49,3,2,2,4,7,1914,1,1,0,0,1,0,122,650621
77,3,2,4,0,3,1885,0,0,0,0,0,0,250,759134
40,5,4,1,1,3,1878,1,0,0,1,0,0,488,402469
61,4,3,11,7,9,1905,0,1,0,1,1,0,739,677752
24,4,3,5,4,5,1931,1,1,1,0,1,1,179,449913
51,1,0,2,2,3,1981,0,0,0,0,0,1,110,607353
42,3,2,13,0,3,2016,1,0,1,0,0,0,153,409485
113,3,2,17,4,5,2012,0,0,0,0,0,1,622,1296698
32,5,4,17,1,3,2002,1,1,0,1,0,0,232,405580
57,2,1,18,7,10,1893,0,0,1,0,1,1,138,637192
